case_id,continent,education_of_employee,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,region_of_employment,prevailing_wage,unit_of_wage,full_time_position,case_status,company_age,employer_strength,wage_per_year,high_wage_flag,education_level
20374,1,2,1,0,2438,1976,1,1459.085,1,1,0,48,50.791666666666664,,0,-1.0
20485,1,3,1,0,11733,1995,2,9.616966666666666,1,1,0,29,404.58620689655174,,0,-1.0
20596,1,3,1,0,2368,1998,2,4741.651666666667,1,1,0,26,91.07692307692308,,0,-1.0
20707,2,0,1,1,779,1994,4,3577.25375,1,1,0,30,25.966666666666665,,0,-1.0
20818,1,0,1,0,2825,1996,2,590.585,1,1,0,28,100.89285714285714,,0,-1.0
20929,2,0,0,0,3510,2007,4,1965.7016666666666,1,1,0,17,206.47058823529412,,0,-1.0
21040,1,1,0,0,2624,2012,1,206.22,1,1,0,12,218.66666666666666,,0,-1.0
21151,1,3,0,1,5340,2010,4,2808.7745833333333,1,1,1,14,381.42857142857144,,0,-1.0
21262,2,1,1,1,2311,1994,1,2449.6491666666666,1,1,0,30,77.03333333333333,,0,-1.0
21373,1,2,0,0,5110,2004,4,4.3008999999999995,1,1,1,20,255.5,,0,-1.0
21484,2,0,1,0,1316,1995,3,2607.9820833333333,1,1,0,29,45.37931034482759,,0,-1.0
21595,1,3,0,0,100,2001,2,4288.31625,1,1,1,23,4.3478260869565215,,0,-1.0
21706,1,3,1,0,2021,2007,1,5144.5233333333335,1,1,0,17,118.88235294117646,,0,-1.0
21817,3,0,0,0,80,1968,4,3430.193333333333,1,0,1,56,1.4285714285714286,,0,-1.0
21928,2,1,1,0,2070,1847,4,221.64541666666665,1,1,0,177,11.694915254237289,,0,-1.0
22039,1,0,1,1,2654,2013,1,6375.830833333333,1,1,0,11,241.27272727272728,,0,-1.0
22150,1,3,1,0,292,2005,3,1585.82875,1,1,0,19,15.368421052631579,,0,-1.0
22261,1,2,1,0,1320,2001,2,9.596958333333333,1,1,1,23,57.391304347826086,,0,-1.0
22372,1,2,1,0,1722,2007,3,2563.4133333333334,1,1,0,17,101.29411764705883,,0,-1.0
22483,2,0,1,0,3339,1935,2,5054.854166666667,1,1,1,89,37.51685393258427,,0,-1.0
22594,1,3,1,0,452,1890,3,5105.85625,1,1,0,134,3.373134328358209,,0,-1.0
22705,0,3,1,0,3705,2001,3,1965.4483333333335,1,1,0,23,161.08695652173913,,0,-1.0
22816,3,0,0,0,85,1999,2,13.765595833333334,1,1,1,25,3.4,,0,-1.0
22927,2,0,1,0,2423,1838,4,121.97250000000001,1,1,0,186,13.026881720430108,,0,-1.0
23038,1,0,1,0,1274,1999,3,4490.8949999999995,1,1,0,25,50.96,,0,-1.0
23149,3,3,0,0,1549,2001,3,24.58417916666667,1,1,0,23,67.34782608695652,,0,-1.0
23260,1,2,0,1,1062,1998,4,8090.701249999999,1,1,1,26,40.84615384615385,,0,-1.0
23371,1,0,1,0,32619,1947,3,4253.075416666667,1,1,0,77,423.6233766233766,,0,-1.0
23482,1,3,1,0,4036,2001,3,4745.099166666667,1,1,0,23,175.47826086956522,,0,-1.0
23593,1,2,1,0,39,2000,4,2949.1175000000003,1,1,1,24,1.625,,0,-1.0
23704,1,0,1,0,2359,2007,2,3505.228333333333,1,1,0,17,138.76470588235293,,0,-1.0
23815,1,3,1,1,1023,2002,3,7250.607916666667,1,1,0,22,46.5,,0,-1.0
23926,1,3,1,0,2480,1981,2,1425.54875,1,1,0,43,57.674418604651166,,0,-1.0
24037,1,2,0,0,1255,1989,2,3325.5437500000003,1,0,1,35,35.857142857142854,,0,-1.0
24148,1,2,1,0,4455,1998,4,4721.9725,1,1,1,26,171.34615384615384,,0,-1.0
24259,1,0,0,0,2543,1939,2,3287.235,1,1,1,85,29.91764705882353,,0,-1.0
24370,1,0,1,0,1359,2008,4,5845.423333333333,1,1,0,16,84.9375,,0,-1.0
24481,1,2,1,1,2324,2006,2,4663.58375,1,1,1,18,129.11111111111111,,0,-1.0
24592,3,0,0,0,4103,2004,2,5245.00875,1,1,1,20,205.15,,0,-1.0
24703,1,0,0,0,3667,1970,2,21.99542083333333,1,1,1,54,67.9074074074074,,0,-1.0
24814,1,2,0,0,488,2010,1,2056.5812499999997,1,1,0,14,34.857142857142854,,0,-1.0
24925,3,0,1,0,2724,1998,3,2888.9666666666667,1,1,0,26,104.76923076923077,,0,-1.0
25036,1,3,0,0,1392,2001,3,4155.715833333333,1,0,0,23,60.52173913043478,,0,-1.0
25147,3,0,1,0,2573,1977,2,3810.400833333333,1,1,1,47,54.744680851063826,,0,-1.0
25258,3,0,1,0,3524,1982,1,1437.2858333333334,1,1,0,42,83.9047619047619,,0,-1.0
25369,1,2,0,0,1847,1977,2,16.499791666666667,1,1,1,47,39.297872340425535,,0,-1.0
10,1,3,0,0,107535,1970,4,6651.896250000001,1,1,1,54,1991.388888888889,,0,-1.0
121,1,3,1,0,2227,2007,2,1176.8245833333333,1,1,0,17,131.0,,0,-1.0
232,1,3,1,0,334,2007,1,1809.245,1,1,0,17,19.647058823529413,,0,-1.0
343,1,0,1,0,224,2008,1,3343.9075,1,1,0,16,14.0,,0,-1.0
454,1,1,1,0,367,1982,4,4801.497916666666,1,1,0,42,8.738095238095237,,0,-1.0
565,1,3,1,0,306,2003,2,3966.7025,1,0,0,21,14.571428571428571,,0,-1.0
676,3,1,1,0,2317,1995,0,1733.8966666666665,1,1,0,29,79.89655172413794,,0,-1.0
787,1,0,0,0,890,1981,4,2672.3920833333336,1,1,1,43,20.697674418604652,,0,-1.0
898,1,0,1,0,2002,2006,3,2762.309583333333,1,1,0,18,111.22222222222223,,0,-1.0
1009,1,0,0,0,2903,1943,1,4063.334166666667,1,1,0,81,35.839506172839506,,0,-1.0
1121,1,0,1,0,2504,2001,4,2715.190416666667,1,1,0,23,108.8695652173913,,0,-1.0
1232,3,2,1,0,951,1956,1,3081.54875,1,0,0,68,13.985294117647058,,0,-1.0
1343,1,3,1,0,1327,1864,4,2975.642916666666,1,1,0,160,8.29375,,0,-1.0
1454,1,0,1,0,2421,1974,3,3639.0220833333333,1,1,0,50,48.42,,0,-1.0
1565,3,2,1,0,1019,2005,3,4123.613333333334,1,1,0,19,53.63157894736842,,0,-1.0
1676,1,1,0,0,1048,1985,1,3479.316666666667,1,1,0,39,26.871794871794872,,0,-1.0
1787,1,3,0,0,3323,2005,1,2399.6108333333336,1,1,0,19,174.89473684210526,,0,-1.0
1898,1,0,1,0,509,1997,3,1350.0083333333334,1,1,0,27,18.85185185185185,,0,-1.0
2009,3,3,1,1,2225,1976,2,2749.7170833333334,1,1,0,48,46.354166666666664,,0,-1.0
2120,1,0,1,0,1641,1984,1,1340.0666666666666,1,1,0,40,41.025,,0,-1.0
2232,1,3,0,0,1144,2001,2,684.22375,1,1,1,23,49.73913043478261,,0,-1.0
2343,3,3,0,0,2334,1971,3,6694.849583333334,1,0,0,53,44.0377358490566,,0,-1.0
2454,5,0,0,0,1415,1913,2,2213.0841666666665,1,1,1,111,12.747747747747749,,0,-1.0
2565,1,1,1,1,2754,1997,3,799.00875,1,1,0,27,102.0,,0,-1.0
2676,3,3,0,0,1099,2005,4,8534.688333333334,1,0,1,19,57.8421052631579,,0,-1.0
2787,1,3,1,0,960,2012,2,1677.3345833333333,1,1,0,12,80.0,,0,-1.0
2898,3,3,1,0,2750,1997,4,1618.3933333333334,1,1,0,27,101.85185185185185,,0,-1.0
3009,1,2,1,0,2753,2010,2,5543.868333333333,1,1,1,14,196.64285714285714,,0,-1.0
3120,3,0,1,0,23287,2007,3,3134.7766666666666,1,0,0,17,1369.8235294117646,,0,-1.0
3231,1,0,0,0,2140,1997,3,1543.0345833333333,1,1,0,27,79.25925925925925,,0,-1.0
3343,1,0,0,0,4499,2008,2,2567.405416666667,1,1,1,16,281.1875,,0,-1.0
3454,5,2,0,0,2554,2005,1,10308.042083333334,1,1,0,19,134.42105263157896,,0,-1.0
3565,1,0,1,0,1333,1969,2,14.2092875,1,1,0,55,24.236363636363638,,0,-1.0
3676,1,1,0,0,928,1818,3,1273.7895833333334,1,1,0,206,4.504854368932039,,0,-1.0
3787,1,1,1,0,4289,2005,1,811.5458333333332,1,1,0,19,225.73684210526315,,0,-1.0
3898,1,1,1,1,113282,2011,1,6870.541666666667,1,1,0,13,8714.0,,0,-1.0
4009,1,3,1,0,1948,2002,3,5482.6875,1,1,0,22,88.54545454545455,,0,-1.0
4120,1,3,1,0,1933,1839,2,2662.3479166666666,1,1,0,185,10.448648648648648,,0,-1.0
4231,1,3,0,0,2847,2013,1,3245.1341666666667,1,1,0,11,258.8181818181818,,0,-1.0
4342,1,0,1,0,1195,1914,1,4521.630833333334,1,1,0,110,10.863636363636363,,0,-1.0
4454,1,3,1,0,54,1988,3,1958.43875,1,0,0,36,1.5,,0,-1.0
4565,1,3,0,0,4390,1944,3,3696.6787499999996,1,0,0,80,54.875,,0,-1.0
4676,1,3,1,0,73909,2004,1,2534.2395833333335,1,1,0,20,3695.45,,0,-1.0
4787,1,3,0,1,545,1855,3,2763.52875,1,1,0,169,3.224852071005917,,0,-1.0
4898,1,1,1,0,2831,1977,3,4183.274166666667,1,1,0,47,60.234042553191486,,0,-1.0
5009,1,0,0,1,1634,1999,3,2136.78125,1,1,0,25,65.36,,0,-1.0
5120,2,0,1,0,1810,1943,3,555.1133333333333,1,1,0,81,22.34567901234568,,0,-1.0
5231,2,0,1,0,3290,2005,2,14.909141666666665,1,1,0,19,173.1578947368421,,0,-1.0
5342,1,3,1,0,472,2004,4,199.47625000000002,1,1,0,20,23.6,,0,-1.0
5453,1,0,1,0,4273,1884,1,6209.330000000001,1,1,0,140,30.521428571428572,,0,-1.0
5565,1,3,0,0,2326,1933,4,5155.80875,1,1,1,91,25.560439560439562,,0,-1.0
5676,1,0,0,0,50351,1975,4,22.046270833333335,1,1,1,49,1027.5714285714287,,0,-1.0
5787,2,3,1,0,2261,1966,1,2872.225,1,1,0,58,38.98275862068966,,0,-1.0
5898,1,2,1,0,255,2003,2,17.18115,1,1,1,21,12.142857142857142,,0,-1.0
6009,1,3,1,0,373,2009,3,5372.149583333333,1,0,0,15,24.866666666666667,,0,-1.0
6120,2,2,1,1,22,1999,1,1572.9795833333335,1,1,0,25,0.88,,0,-1.0
6231,1,1,1,1,3102,2001,4,3407.559583333333,1,1,0,23,134.8695652173913,,0,-1.0
6342,1,3,1,0,5147,1997,2,260.6741666666667,1,1,0,27,190.62962962962962,,0,-1.0
6453,1,1,1,0,284,2007,2,1855.8320833333335,1,1,0,17,16.705882352941178,,0,-1.0
6564,3,3,1,0,1926,1801,4,4345.07125,1,1,0,223,8.63677130044843,,0,-1.0
6676,1,2,1,0,2510,1920,1,5221.820833333333,1,1,0,104,24.134615384615383,,0,-1.0
6787,2,1,1,1,1200,2013,1,3409.019166666667,1,1,0,11,109.0909090909091,,0,-1.0
6898,2,0,1,0,337,2004,4,167.82708333333332,1,1,0,20,16.85,,0,-1.0
7009,3,1,1,0,2880,1925,3,2338.224583333333,1,0,0,99,29.09090909090909,,0,-1.0
7120,1,0,1,0,816,1947,3,4717.173333333333,1,1,0,77,10.597402597402597,,0,-1.0
7231,1,3,1,0,2640,2009,4,1962.3154166666666,1,1,0,15,176.0,,0,-1.0
7342,1,3,1,0,4190,2006,3,5143.213333333333,1,0,0,18,232.77777777777777,,0,-1.0
7453,1,0,1,0,459,1998,2,2745.6045833333333,1,1,0,26,17.653846153846153,,0,-1.0
7564,1,2,1,0,3351,1993,2,7263.8829166666665,1,1,1,31,108.09677419354838,,0,-1.0
7675,1,0,0,0,3639,1988,2,8.006541666666667,1,1,1,36,101.08333333333333,,0,-1.0
7787,1,3,0,0,373,1992,4,2992.7345833333334,1,1,1,32,11.65625,,0,-1.0
7898,2,0,0,0,201,1982,3,2098.44875,1,1,0,42,4.785714285714286,,0,-1.0
8009,5,0,1,0,5461,1979,2,378.27583333333337,1,1,0,45,121.35555555555555,,0,-1.0
8120,1,3,1,0,3050,1993,2,430.9120833333333,1,1,0,31,98.38709677419355,,0,-1.0
8231,1,0,1,0,28592,1997,4,2572.5125000000003,1,1,0,27,1058.962962962963,,0,-1.0
8342,2,0,1,0,3207,1995,1,2542.9979166666667,1,1,0,29,110.58620689655173,,0,-1.0
8453,1,1,1,0,5820,1998,3,1332.7829166666668,1,1,0,26,223.84615384615384,,0,-1.0
8564,3,0,1,1,3229,1999,3,3891.0158333333334,1,1,0,25,129.16,,0,-1.0
8675,1,0,1,0,2708,2010,2,4580.07,1,1,0,14,193.42857142857142,,0,-1.0
8786,1,1,0,1,2779,2002,1,5105.625,1,1,0,22,126.31818181818181,,0,-1.0
8898,1,2,1,0,977,1986,2,4412.439166666666,1,1,1,38,25.710526315789473,,0,-1.0
9009,2,0,1,1,44069,2006,4,5597.937083333333,1,1,0,18,2448.277777777778,,0,-1.0
9120,2,0,1,0,1566,1931,3,5270.78375,1,1,0,93,16.838709677419356,,0,-1.0
9231,2,3,0,1,4439,1962,3,4723.59875,1,1,0,62,71.59677419354838,,0,-1.0
9342,1,3,0,0,1929,2001,1,4183.3966666666665,1,1,0,23,83.8695652173913,,0,-1.0
9453,1,0,0,0,654,1954,2,5340.58,1,1,1,70,9.342857142857143,,0,-1.0
9564,1,2,1,1,557,2010,2,13.076458333333333,1,1,1,14,39.785714285714285,,0,-1.0
9675,1,0,0,0,421,2005,1,3700.4058333333337,1,1,0,19,22.157894736842106,,0,-1.0
9786,2,2,1,0,600,2009,2,5751.333333333333,1,1,1,15,40.0,,0,-1.0
9897,5,3,1,0,1551,1989,4,26.2775,1,1,0,35,44.31428571428572,,0,-1.0
10009,2,1,1,0,2540,2003,1,1227.8820833333332,1,1,0,21,120.95238095238095,,0,-1.0
10120,1,0,1,0,961,2007,4,5153.699583333333,1,1,0,17,56.529411764705884,,0,-1.0
10231,1,1,1,0,3726,1884,2,4632.494166666666,1,0,0,140,26.614285714285714,,0,-1.0
10342,3,3,1,0,4045,1987,4,4287.899583333333,1,0,0,37,109.32432432432432,,0,-1.0
10453,1,3,1,0,128431,1991,4,5368.78125,1,1,0,33,3891.848484848485,,0,-1.0
10564,0,3,1,0,2180,1992,1,4734.891666666666,1,1,0,32,68.125,,0,-1.0
10675,1,0,0,0,872,1991,2,7486.482499999999,1,1,1,33,26.424242424242426,,0,-1.0
10786,2,3,0,0,2689,1998,3,658.9558333333333,1,1,0,26,103.42307692307692,,0,-1.0
10897,2,3,0,1,2752,2006,3,896.3158333333334,1,1,0,18,152.88888888888889,,0,-1.0
11008,1,3,0,0,1375,1976,3,3927.1924999999997,1,0,0,48,28.645833333333332,,0,-1.0
11120,2,3,1,0,7320,1868,2,3716.9612500000003,1,1,0,156,46.92307692307692,,0,-1.0
11231,1,1,1,0,3282,1979,4,3101.712916666667,1,1,0,45,72.93333333333334,,0,-1.0
11342,1,0,1,0,1313,2002,4,4144.57125,1,1,0,22,59.68181818181818,,0,-1.0
11453,1,0,1,0,3128,1999,4,1328.7775,1,1,0,25,125.12,,0,-1.0
11564,1,3,0,0,4757,1981,1,6974.005416666667,1,1,0,43,110.62790697674419,,0,-1.0
11675,1,2,1,0,2122,1859,1,5433.53,1,1,0,165,12.860606060606061,,0,-1.0
11786,1,2,1,0,2524,1946,4,3505.43875,1,1,1,78,32.35897435897436,,0,-1.0
11897,2,1,1,0,766,1950,1,3711.6270833333333,1,1,0,74,10.35135135135135,,0,-1.0
12008,1,2,0,0,1190,2003,3,3436.0308333333337,1,1,0,21,56.666666666666664,,0,-1.0
12119,3,2,0,0,2741,2005,2,6.599195833333333,1,1,1,19,144.26315789473685,,0,-1.0
12231,1,3,0,0,3233,2012,3,2610.039166666667,1,0,0,12,269.4166666666667,,0,-1.0
12342,1,3,1,0,2696,1966,0,4860.090833333333,1,0,0,58,46.48275862068966,,0,-1.0
12453,1,3,1,0,3980,1869,3,2240.3070833333336,1,1,0,155,25.677419354838708,,0,-1.0
12564,1,1,0,1,111,2008,2,4824.042916666666,1,1,1,16,6.9375,,0,-1.0
12675,3,3,0,0,5396,1963,3,4224.979583333333,1,0,0,61,88.45901639344262,,0,-1.0
12786,1,0,0,0,2778,2000,2,6098.936666666667,1,1,1,24,115.75,,0,-1.0
12897,2,0,0,1,789,1925,1,886.7841666666667,1,1,0,99,7.96969696969697,,0,-1.0
13008,1,3,1,0,1515,2001,1,11221.736666666666,1,0,0,23,65.8695652173913,,0,-1.0
13119,3,0,1,0,26891,1917,2,2171.4391666666666,1,1,1,107,251.3177570093458,,0,-1.0
13230,2,0,0,0,1867,1933,2,99.61416666666666,1,1,0,91,20.516483516483518,,0,-1.0
13342,2,3,1,0,3395,2008,3,3067.664166666667,1,1,0,16,212.1875,,0,-1.0
13453,1,0,1,0,879,1996,1,5908.182916666668,1,1,0,28,31.392857142857142,,0,-1.0
13564,3,1,1,1,2518,2010,3,9147.0675,1,1,0,14,179.85714285714286,,0,-1.0
13675,2,1,0,0,2468,1991,4,8141.833333333333,1,1,0,33,74.78787878787878,,0,-1.0
13786,2,0,0,0,787,1913,2,6607.071666666667,1,0,1,111,7.09009009009009,,0,-1.0
13897,5,0,0,0,1004,1960,1,5658.0216666666665,1,1,0,64,15.6875,,0,-1.0
14008,1,0,1,0,717,1998,2,4182.484583333334,1,1,0,26,27.576923076923077,,0,-1.0
14119,3,3,0,0,20,1997,1,5788.571666666667,1,0,0,27,0.7407407407407407,,0,-1.0
14230,1,2,1,0,503,1998,1,4935.775416666666,1,1,0,26,19.346153846153847,,0,-1.0
14341,1,2,1,0,584,1968,4,28.67194166666667,1,1,1,56,10.428571428571429,,0,-1.0
14453,1,3,0,0,2770,1997,3,4667.852083333333,1,0,0,27,102.5925925925926,,0,-1.0
14564,3,2,0,0,284,1982,4,33.690916666666666,1,1,1,42,6.761904761904762,,0,-1.0
14675,1,3,1,0,1935,1989,2,4703.38875,1,1,0,35,55.285714285714285,,0,-1.0
14786,1,1,1,0,2098,2010,3,324.75208333333336,1,1,0,14,149.85714285714286,,0,-1.0
14897,1,0,1,0,3223,1997,3,296.39458333333334,1,1,0,27,119.37037037037037,,0,-1.0
15008,2,0,0,0,2771,1975,4,4199.4425,1,1,0,49,56.55102040816327,,0,-1.0
15119,3,2,0,0,2147,1986,4,3641.2724999999996,1,1,1,38,56.5,,0,-1.0
15230,1,0,0,0,2543,2014,4,3901.8404166666664,1,1,1,10,254.3,,0,-1.0
15341,3,3,0,0,155999,2003,4,4939.816666666667,1,1,1,21,7428.523809523809,,0,-1.0
15452,1,3,0,0,3592,1950,4,4771.362083333333,1,1,1,74,48.54054054054054,,0,-1.0
15564,2,3,1,0,5504,1996,3,2463.5491666666667,1,1,0,28,196.57142857142858,,0,-1.0
15675,2,2,1,0,2216,2000,2,1096.9158333333332,1,1,1,24,92.33333333333333,,0,-1.0
15786,4,1,1,0,2871,2009,3,2358.6058333333335,1,1,0,15,191.4,,0,-1.0
15897,0,0,0,1,2509,2003,4,2161.9183333333335,1,1,1,21,119.47619047619048,,0,-1.0
16008,3,3,0,0,1720,1995,2,2588.0091666666667,1,1,1,29,59.310344827586206,,0,-1.0
16119,2,1,1,0,1760,1997,3,2629.50125,1,1,0,27,65.18518518518519,,0,-1.0
16230,2,3,0,0,-25,1980,2,1643.8745833333332,1,1,0,44,-0.5681818181818182,,0,-1.0
16341,2,1,1,1,1025,2005,2,3357.5404166666667,1,1,0,19,53.94736842105263,,0,-1.0
16452,2,1,0,0,109,2008,3,1553.8258333333333,1,1,0,16,6.8125,,0,-1.0
16563,3,3,1,0,2901,1971,2,3998.9420833333334,1,1,0,53,54.735849056603776,,0,-1.0
16675,1,2,1,0,4449,1963,2,910.2679166666667,1,1,1,61,72.93442622950819,,0,-1.0
16786,1,3,1,0,4280,2004,2,2547.7945833333333,1,1,0,20,214.0,,0,-1.0
16897,2,1,0,1,2223,2013,4,5006.197916666667,1,1,0,11,202.0909090909091,,0,-1.0
17008,1,0,1,0,1667,2007,3,8622.55125,1,0,0,17,98.05882352941177,,0,-1.0
17119,2,3,1,0,5260,1994,4,3820.3974999999996,1,1,0,30,175.33333333333334,,0,-1.0
17211,1,3,0,0,365,1896,2,3175.61875,1,1,1,128,2.8515625,,0,-1.0
17222,2,2,0,0,1243,1998,4,2727.4533333333334,1,1,1,26,47.80769230769231,,0,-1.0
17233,1,3,1,0,1721,2009,3,2613.7716666666665,1,1,0,15,114.73333333333333,,0,-1.0
17244,1,0,1,0,517,1949,3,902.1429166666667,1,1,0,75,6.8933333333333335,,0,-1.0
17255,1,0,0,0,3266,2007,1,4274.931250000001,1,1,0,17,192.11764705882354,,0,-1.0
17267,1,0,1,0,955,1998,4,2350.9504166666666,1,1,0,26,36.73076923076923,,0,-1.0
17278,1,0,0,0,1310,2007,3,5890.51125,1,1,0,17,77.05882352941177,,0,-1.0
17289,1,3,0,1,2854,1843,2,5776.757083333334,1,1,1,181,15.767955801104973,,0,-1.0
17300,1,0,1,0,230,1925,1,5984.527083333333,1,1,0,99,2.323232323232323,,0,-1.0
17311,1,3,0,0,2374,2006,1,1490.015,1,1,0,18,131.88888888888889,,0,-1.0
17322,1,3,0,0,4241,1998,2,144.03333333333333,1,1,1,26,163.1153846153846,,0,-1.0
17333,5,2,1,0,69469,1974,3,1769.5520833333333,1,1,0,50,1389.38,,0,-1.0
17344,1,0,0,0,5425,1855,2,1900.5958333333335,1,1,1,169,32.10059171597633,,0,-1.0
17355,3,3,1,0,2733,1960,4,4519.09625,1,1,0,64,42.703125,,0,-1.0
17366,1,3,1,0,3664,1931,4,2622.9308333333333,1,1,0,93,39.39784946236559,,0,-1.0
17378,1,0,0,1,1546,1850,3,6791.2716666666665,1,1,0,174,8.885057471264368,,0,-1.0
17389,1,3,1,0,2486,1906,3,3521.7450000000003,1,1,0,118,21.06779661016949,,0,-1.0
17400,3,3,1,0,1233,2001,3,5880.404166666667,1,0,0,23,53.608695652173914,,0,-1.0
17411,1,2,0,0,1681,1999,4,3550.7645833333336,1,1,1,25,67.24,,0,-1.0
17422,0,3,0,0,1608,2009,4,4.951666666666667,1,1,1,15,107.2,,0,-1.0
17433,1,3,0,0,4349,1998,4,6434.536666666667,1,0,1,26,167.26923076923077,,0,-1.0
17444,1,0,1,0,1764,1961,3,2712.8579166666664,1,1,0,63,28.0,,0,-1.0
